position	mass	molecular_formula	smiles	selfies	inchi	inchikey	name
_Plate_2_Column_7_	387.02326694	C9H15N3O10P2	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)n1	[N][C][=N][C][=Branch1][C][=O][N][Branch1][Branch1][C][=C][Ring1][#Branch1][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch2][Ring1][Ring1][C][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][Branch1][C][O][=O][O][Ring1][S]	InChI=1S/C9H15N3O10P2/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(21-8)4-20-24(18,19)22-23(15,16)17/h1-2,5-6,8,13H,3-4H2,(H,18,19)(H2,10,11,14)(H2,15,16,17)/t5-,6+,8+/m0/s1	FTDHDKPUHBLBTL-SHYZEUOFSA-N	dCDP
_Plate_2_Column_7_	384.12158874	C14H20N6O5S	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	[N][C@@H1][Branch2][Ring2][C][C][C][S][C][C@H1][O][C@H1][Branch1][=Branch2][C@H1][Branch1][C][O][C@@H1][Ring1][=Branch1][O][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch2][Ring1][#Branch1][C][Branch1][C][O][=O]	InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1	ZJUKTBDSGOFHSH-WFMPWKQPSA-N	Adenosylhomocysteine
_Plate_2_Column_8_	408.28757438	C24H40O5	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	[C][C@H1][Branch1][Branch2][C][C][C][Branch1][C][O][=O][C@H1][C][C][C@H1][C@@H1][C@H1][Branch1][C][O][C][C@@H1][C][C@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][=N][C][C@H1][Branch1][C][O][C@][Ring2][Ring1][Branch1][Ring2][Ring1][C][C]	InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1	BHQCQFFYRZLCQQ-OELDTZBJSA-N	Cholic Acid
_Plate_2_Column_8_	125.024179746	C2H8NO3P	NCCP(=O)(O)O	[N][C][C][P][Branch1][C][O][Branch1][C][O][=O]	InChI=1S/C2H8NO3P/c3-1-2-7(4,5)6/h1-3H2,(H2,4,5,6)	QQVDJLLNRSOCEL-UHFFFAOYSA-N	(2-Aminoethyl)phosphonic acid
_Plate_2_Column_8_	192.063388104	C7H12O6	O=C(O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1	[O][C@@H1][C][C@@][Branch1][C][O][Branch1][#Branch2][C][C@@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C][Branch1][C][O][=O]	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)/t3-,4-,5-,7+/m1/s1	AAWZDTNXLSGCEK-WYWMIBKRSA-N	Quinate
_Plate_2_Column_8_	174.016437912	C6H6O6	O=C(O)/C=C(\CC(=O)O)C(=O)O	[O][C][=Branch1][C][=O][C][\C][=Branch1][#Branch1][=C][/C][Branch1][C][O][=O][C][Branch1][C][O][=O]	InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1+	GTZCVFVGUGFEME-HNQUOIGGSA-N	GTZCVFVGUGFEME-HNQUOIGGSA-N
_Plate_2_Column_8_	162.05282342	C6H10O5	CC(O)(CC(=O)O)CC(=O)O	[C][C][Branch1][C][O][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][C][Branch1][C][O][=O]	InChI=1S/C6H10O5/c1-6(11,2-4(7)8)3-5(9)10/h11H,2-3H2,1H3,(H,7,8)(H,9,10)	NPOAOTPXWNWTSH-UHFFFAOYSA-N	3-Hydroxy-3-methylglutaric acid
_Plate_2_Column_8_	242.090271548	C10H14N2O5	Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O	[C][C][=C][N][Branch1][#C][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=Branch1][C][=O][N][C][Ring1][#C][=O]	InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1	IQFYYKKMVGJFEH-XLPZGREQSA-N	IQFYYKKMVGJFEH-XLPZGREQSA-N
_Plate_2_Column_8_	270.255880328	C17H34O2	CCCCCCCCCCCCCCCCC(=O)O	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][O][=O]	InChI=1S/C17H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H,18,19)	KEMQGTRYUADPNZ-UHFFFAOYSA-N	KEMQGTRYUADPNZ-UHFFFAOYSA-N
_Plate_2_Column_8_	194.0579088	C10H10O4	COc1cc(/C=C/C(=O)O)ccc1O	[C][O][C][=C][Branch1][C][O][C][=C][C][Branch1][Branch2][\C][=C][\C][Branch1][C][O][=O][=C][Ring1][N]	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	KSEBMYQBYZTDHS-HWKANZROSA-N	KSEBMYQBYZTDHS-HWKANZROSA-N
_Plate_2_Column_9_	268.055148992	C8H16N2O4S2	NC(CCSSCCC(N)C(=O)O)C(=O)O	[N][C][Branch1][S][C][C][S][S][C][C][C][Branch1][C][N][C][Branch1][C][O][=O][C][Branch1][C][O][=O]	InChI=1S/C8H16N2O4S2/c9-5(7(11)12)1-3-15-16-4-2-6(10)8(13)14/h5-6H,1-4,9-10H2,(H,11,12)(H,13,14)	ZTVZLYBCZNMWCF-UHFFFAOYSA-N	ZTVZLYBCZNMWCF-UHFFFAOYSA-N
_Plate_2_Column_9_	154.026608672	C7H6O4	O=C(O)c1cc(O)ccc1O	[O][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][Ring1][Branch2]	InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)	WXTMDXOMEHJXQO-UHFFFAOYSA-N	WXTMDXOMEHJXQO-UHFFFAOYSA-N
_Plate_2_Column_9_	116.047344116	C5H8O3	COC(=O)CC(C)=O	[C][O][C][=Branch1][C][=O][C][C][Branch1][C][C][=O]	InChI=1S/C5H8O3/c1-4(6)3-5(7)8-2/h3H2,1-2H3	WRQNANDWMGAFTP-UHFFFAOYSA-N	WRQNANDWMGAFTP-UHFFFAOYSA-N
_Plate_2_Column_9_	152.047344116	C8H8O3	O=C(O)[C@@H](O)c1ccccc1	[O][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]	InChI=1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7,9H,(H,10,11)/t7-/m0/s1	IWYDHOAUDWTVEP-ZETCQYMHSA-N	IWYDHOAUDWTVEP-ZETCQYMHSA-N
_Plate_2_Column_9_	389.951814986	C5H13O14P3	O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O	[O][C@H1][C@@H1][Branch1][C][O][C@@H1][Branch2][Ring1][C][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][Branch1][C][O][=O][O][C@@H1][Ring1][#C][C][O][P][Branch1][C][O][Branch1][C][O][=O]	InChI=1S/C5H13O14P3/c6-3-2(1-16-20(8,9)10)17-5(4(3)7)18-22(14,15)19-21(11,12)13/h2-7H,1H2,(H,14,15)(H2,8,9,10)(H2,11,12,13)/t2-,3-,4-,5-/m1/s1	PQGCEDQWHSBAJP-TXICZTDVSA-N	PQGCEDQWHSBAJP-TXICZTDVSA-N
_Plate_2_Column_9_	323.051851038	C9H14N3O8P	Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1	[N][C][=N][C][=Branch1][C][=O][N][Branch1][Branch1][C][=C][Ring1][#Branch1][C@@H1][O][C@H1][Branch1][O][C][O][P][Branch1][C][O][Branch1][C][O][=O][C@@H1][Branch1][C][O][C@H1][Ring1][N][O]	InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	IERHLVCPSMICTF-XVFCMESISA-N	IERHLVCPSMICTF-XVFCMESISA-N
_Plate_2_Column_9_	137.047678464	C7H7NO2	C[n+]1cccc(C(=O)[O-])c1	[C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O-1][=O]	InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3	WWNNZCOKKKDOPX-UHFFFAOYSA-N	Trigonelline
_Plate_2_Column_9_	259.036187376	C6H13NO8S	N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COS(=O)(=O)O)O[C@H]1O	[N][C@H1][C@H1][Branch1][C][O][O][C@H1][Branch1][O][C][O][S][Branch1][C][O][=Branch1][C][=O][=O][C@@H1][Branch1][C][O][C@@H1][Ring1][=C][O]	InChI=1S/C6H13NO8S/c7-3-5(9)4(8)2(15-6(3)10)1-14-16(11,12)13/h2-6,8-10H,1,7H2,(H,11,12,13)/t2-,3-,4-,5-,6-/m1/s1	MTDHILKWIRSIHB-QZABAPFNSA-N	Glucosamine 6-sulfate
_Plate_2_Column_10_	180.064725496	C7H8N4O2	Cn1cnc2c1c(=O)[nH]c(=O)n2C	[C][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring1][Branch2][C]	InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)	YAPQBXQYLJRXSA-UHFFFAOYSA-N	Theobromine
_Plate_2_Column_10_	163.030314148	C5H9NO3S	CC(=O)N[C@@H](CS)C(=O)O	[C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][S][C][Branch1][C][O][=O]	InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1	PWKSKIMOESPYIA-BYPYZUCNSA-N	N-Acetyl-L-Cysteine
_Plate_2_Column_10_	214.131742436	C10H18N2O3	C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)O	[C][C@@H1][N][C][=Branch1][C][=O][N][C@@H1][Ring1][=Branch1][C][C][C][C][C][C][Branch1][C][O][=O]	InChI=1S/C10H18N2O3/c1-7-8(12-10(15)11-7)5-3-2-4-6-9(13)14/h7-8H,2-6H2,1H3,(H,13,14)(H2,11,12,15)/t7-,8+/m0/s1	AUTOLBMXDDTRRT-JGVFFNPUSA-N	Desthiobiotin
_Plate_2_Column_10_	302.2245802	C20H30O2	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	[C][C][\C][=C][/C][\C][=C][/C][\C][=C][/C][\C][=C][/C][\C][=C][/C][C][C][C][Branch1][C][O][=O]	InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-,13-12-,16-15-	JAZBEHYOTPTENJ-JLNKQSITSA-N	Icosapent
_Plate_2_Column_10_	129.078978592	C6H11NO2	O=C(O)[C@@H]1CCCCN1	[O][C][=Branch1][C][=O][C@@H1][C][C][C][C][N][Ring1][=Branch1]	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)/t5-/m0/s1	HXEACLLIILLPRG-YFKPBYRVSA-N	Pipecolic acid, (-)-
_Plate_2_Column_10_	147.053157768	C5H9NO4	CN[C@H](CC(=O)O)C(=O)O	[C][N][C@H1][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][Branch1][C][O][=O]	InChI=1S/C5H9NO4/c1-6-3(5(9)10)2-4(7)8/h3,6H,2H2,1H3,(H,7,8)(H,9,10)/t3-/m1/s1	HOKKHZGPKSLGJE-GSVOUGTGSA-N	Nmda
_Plate_2_Column_10_	430.38108084	C29H50O2	Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2	[C][C][Branch1][C][C][C][C][C][C@@H1][Branch1][C][C][C][C][C][C@@H1][Branch1][C][C][C][C][C][C@][Branch1][C][C][C][C][C][=C][Branch1][Ring2][O][Ring1][#Branch1][C][Branch1][C][C][=C][Branch1][C][C][C][Branch1][C][O][=C][Ring1][#Branch2][C]	InChI=1S/C29H50O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h20-22,30H,9-19H2,1-8H3/t21-,22-,29-/m1/s1	GVJHHUAWPYXKBD-IEOSBIPESA-N	Vitamin E
_Plate_2_Column_10_	483.96852767	C9H15N2O15P3	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1	[O][C@H1][C@@H1][Branch1][C][O][C@@H1][Branch2][Ring1][#C][O][C@@H1][Ring1][=Branch1][C][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][Branch1][C][O][=O][N][C][=C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O]	InChI=1S/C9H15N2O15P3/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	PGAVKCOVUIYSFO-XVFCMESISA-N	PGAVKCOVUIYSFO-XVFCMESISA-N
_Plate_2_Column_11_	161.10519334	C7H15NO3	C[N+](C)(C)C[C@H](O)CC(=O)[O-]	[C][N+1][Branch1][C][C][Branch1][C][C][C][C@H1][Branch1][C][O][C][C][Branch1][C][O-1][=O]	InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1	PHIQHXFUZVPYII-ZCFIWIBFSA-N	(-)-Carnitine
_Plate_2_Column_11_	424.037143176	C12H18N4O7P2S	Cc1ncc(C[n+]2csc(CCO[P@@](=O)(O)OP(=O)([O-])O)c2C)c(N)n1	[C][C][=C][Branch2][Ring1][Ring1][S][C][=N+1][Ring1][Branch1][C][C][=C][N][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][N][C][C][C][O][P@@][Branch1][C][O][Branch1][#Branch2][O][P][Branch1][C][O-1][Branch1][C][O][=O][=O]	InChI=1S/C12H18N4O7P2S/c1-8-11(3-4-22-25(20,21)23-24(17,18)19)26-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H4-,13,14,15,17,18,19,20,21)	AYEKOFBPNLCAJY-UHFFFAOYSA-N	AYEKOFBPNLCAJY-UHFFFAOYSA-N
_Plate_2_Column_11_	118.026608672	C4H6O4	O=C(O)CCC(=O)O	[O][C][=Branch1][C][=O][C][C][C][Branch1][C][O][=O]	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	KDYFGRWQOYBRFD-UHFFFAOYSA-N	Succinic Acid
_Plate_2_Column_11_	119.058243148	C4H9NO3	C[C@H](O)[C@H](N)C(=O)O	[C][C@H1][Branch1][C][O][C@H1][Branch1][C][N][C][Branch1][C][O][=O]	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3-/m0/s1	AYFVYJQAPQTCCC-HRFVKAFMSA-N	Allothreonine, L-
_Plate_2_Column_11_	446.06038072	C11H20N4O11P2	NCCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O	[N][C][C][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][=Branch1][C][=O][O][C][C@H1][O][C@H1][Branch1][=Branch2][C@H1][Branch1][C][O][C@@H1][Ring1][=Branch1][O][N][C][=C][C][Branch1][C][N][=N][C][Ring1][#Branch1][=O]	InChI=1S/C11H20N4O11P2/c12-2-4-23-27(19,20)26-28(21,22)24-5-6-8(16)9(17)10(25-6)15-3-1-7(13)14-11(15)18/h1,3,6,8-10,16-17H,2,4-5,12H2,(H,19,20)(H,21,22)(H2,13,14,18)/t6-,8-,9-,10-/m1/s1	WVIMUEUQJFPNDK-PEBGCTIMSA-N	CDP-Ethanolamine
_Plate_2_Column_11_	180.063388104	C6H12O6	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O	[O][C][C@H1][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][=Branch2][O]	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6+/m1/s1	WQZGKKKJIJFFOK-PHYPRBDBSA-N	alpha-D-Galactopyranose
_Plate_2_Column_11_	74.000393924	C2H2O3	O=CC(=O)O	[O][C][=Branch1][C][=O][C][=O]	InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)	HHLFWLYXYJOTON-UHFFFAOYSA-N	Glyoxylic Acid
_Plate_2_Column_11_	152.047344116	C8H8O3	O=C(O)[C@H](O)c1ccccc1	[O][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]	InChI=1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7,9H,(H,10,11)/t7-/m1/s1	IWYDHOAUDWTVEP-SSDOTTSWSA-N	(-)-Mandelic acid
_Plate_2_Column_12_	131.058243148	C5H9NO3	O=C(O)[C@@H]1C[C@@H](O)CN1	[O][C@H1][C][N][C@@H1][Branch1][Ring2][C][Ring1][Branch1][C][Branch1][C][O][=O]	InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4+/m1/s1	PMMYEEVYMWASQN-DMTCNVIQSA-N	L-Hydroxyproline
_Plate_2_Column_12_	260.029718626	C6H13O9P	O=P(O)(O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	[O][C][C@H1][O][C][Branch1][#Branch2][O][P][Branch1][C][O][Branch1][C][O][=O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=N][O]	InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6?/m1/s1	HXXFSFRBOHSIMQ-GASJEMHNSA-N	D-glucopyranose 1-phosphate
_Plate_2_Column_12_	132.042258736	C5H8O4	O=C(O)CCCC(=O)O	[O][C][=Branch1][C][=O][C][C][C][C][Branch1][C][O][=O]	InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)	JFCQEDHGNNZCLN-UHFFFAOYSA-N	Glutaric Acid
_Plate_2_Column_12_	203.105862036	C11H13N3O	NC(=O)C(N)Cc1c[nH]c2ccccc12	[N][C][Branch1][#C][C][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][Branch1][C][N][=O]	InChI=1S/C11H13N3O/c12-9(11(13)15)5-7-6-14-10-4-2-1-3-8(7)10/h1-4,6,9,14H,5,12H2,(H2,13,15)	JLSKPBDKNIXMBS-UHFFFAOYSA-N	2-Amino-3-(1H-indol-3-yl)propanamide
_Plate_2_Column_12_	108.057514876	C7H8O	OCc1ccccc1	[O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]	InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2	WVDDGKGOMKODPV-UHFFFAOYSA-N	WVDDGKGOMKODPV-UHFFFAOYSA-N
_Plate_2_Column_12_	150.05282342	C5H10O5	O=C[C@@H](O)[C@H](O)[C@H](O)CO	[H][C@@][Branch1][C][O][Branch1][Ring1][C][O][C@@][Branch1][C][H][Branch1][C][O][C@][Branch1][C][H][Branch1][C][O][C][=O]	InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1	PYMYPHUHKUWMLA-WDCZJNDASA-N	PYMYPHUHKUWMLA-WDCZJNDASA-N
_Plate_2_Column_12_	158.032756672	C5H6N2O4	O=C1CC(C(=O)O)NC(=O)N1	[O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring1][Branch2]	InChI=1S/C5H6N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h2H,1H2,(H,9,10)(H2,6,7,8,11)	UFIVEPVSAGBUSI-UHFFFAOYSA-N	UFIVEPVSAGBUSI-UHFFFAOYSA-N
_Plate_2_Column_12_	160.037173356	C6H8O5	O=C(O)CCCC(=O)C(=O)O	[O][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][C][Branch1][C][O][=O]	InChI=1S/C6H8O5/c7-4(6(10)11)2-1-3-5(8)9/h1-3H2,(H,8,9)(H,10,11)	FGSBNBBHOZHUBO-UHFFFAOYSA-N	FGSBNBBHOZHUBO-UHFFFAOYSA-N
_Plate_3_Column_1_	88.100048384	C4H12N2	NCCCCN	[N][C][C][C][C][N]	InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2	KIDHWZJUCRJVML-UHFFFAOYSA-N	KIDHWZJUCRJVML-UHFFFAOYSA-N
_Plate_3_Column_1_	384.339216028	C27H44O	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	[H][C@@][Branch2][Ring2][Branch2][C][C][C@@][Branch1][C][H][C][=C][C][=C][C][C@@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@@][Ring1][N][Branch1][C][H][C][C][C@][Ring2][Ring1][Branch1][Ring2][Ring1][C][C][C@H1][Branch1][C][C][C][C][C][C][Branch1][C][C][C]	InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9-10,18-19,21,23-25,28H,6-8,11-17H2,1-5H3/t19-,21+,23-,24+,25+,26+,27-/m1/s1	UCTLRSWJYQTBFZ-DDPQNLDTSA-N	UCTLRSWJYQTBFZ-DDPQNLDTSA-N
_Plate_3_Column_1_	200.177630008	C12H24O2	CCCCCCCCCCCC(=O)O	[C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][O][=O]	InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)	POULHZVOKOAJMA-UHFFFAOYSA-N	POULHZVOKOAJMA-UHFFFAOYSA-N
_Plate_3_Column_1_	153.078978592	C8H11NO2	NCCc1ccc(O)c(O)c1	[N][C][C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2]	InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2	VYFYYTLLBUKUHU-UHFFFAOYSA-N	VYFYYTLLBUKUHU-UHFFFAOYSA-N
_Plate_3_Column_1_	145.157897608	C7H19N3	NCCCCNCCCN	[N][C][C][C][C][N][C][C][C][N]	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2	ATHGHQPFGPMSJY-UHFFFAOYSA-N	ATHGHQPFGPMSJY-UHFFFAOYSA-N
_Plate_3_Column_1_	506.995745462	C10H16N5O13P3	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch2][Ring1][O][C][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][Branch1][C][O][=O][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][Ring2][O]	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
_Plate_3_Column_1_	427.02941494	C10H15N5O10P2	Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1	[N][C][=N][C][=C][Branch2][Ring2][Branch1][N][=C][N][Ring1][Branch1][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch2][Ring1][Ring1][C][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][Branch1][C][O][=O][O][Ring1][S][C][=Branch1][C][=O][N][Ring2][Ring1][#Branch2]	InChI=1S/C10H15N5O10P2/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(24-6)2-23-27(21,22)25-26(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1	CIKGWCTVFSRMJU-KVQBGUIXSA-N	2'-Deoxyguanosine-5'-Diphosphate
_Plate_3_Column_2_	267.096753896	C10H13N5O4	Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1	[N][C][=N][C][=C][Branch2][Ring1][Ring2][N][=C][N][Ring1][Branch1][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][C]	InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1	YKBGVTZYEHREMT-KVQBGUIXSA-N	Deoxyguanosine
