position	mass	molecular_formula	smiles	selfies	inchi	inchikey	name
pos_E6	449.314123476	C26H43NO5	CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C	[C][C][Branch1][=C][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C][C][Branch1][C][O][C][C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][C][C][Branch1][C][O][C][Ring2][Ring1][Ring2][Ring1][P][C]	InChI=1S/C26H43NO5/c1-15(4-9-23(30)27-14-24(31)32)19-7-8-20-18-6-5-16-12-17(28)10-11-25(16,2)21(18)13-22(29)26(19,20)3/h15-22,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)	WVULKSPCQVQLCU-UHFFFAOYSA-N	WVULKSPCQVQLCU-UHFFFAOYSA-N
pos_F6	142.026608672	C6H6O4	O=C(O)/C=C\C=C/C(=O)O	[O][=C][Branch1][C][O][/C][=C][\C][=C][/C][=Branch1][C][=O][O]	InChI=1S/C6H6O4/c7-5(8)3-1-2-4-6(9)10/h1-4H,(H,7,8)(H,9,10)/b3-1-,4-2-	TXXHDPDFNKHHGW-CCAGOZQPSA-N	cis,cis-Muconic acid
pos_G6	173.047678464	C10H7NO2	O=C(O)c1ccnc2ccccc12	[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][C][=C][Ring1][#Branch2]	InChI=1S/C10H7NO2/c12-10(13)8-5-6-11-9-4-2-1-3-7(8)9/h1-6H,(H,12,13)	VQMSRUREDGBWKT-UHFFFAOYSA-N	4-Quinolinecarboxylic acid
pos_H6	178.099379688	C11H14O2	O=C(O)CCCCc1ccccc1	[O][=C][Branch1][C][O][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]	InChI=1S/C11H14O2/c12-11(13)9-5-4-8-10-6-2-1-3-7-10/h1-3,6-7H,4-5,8-9H2,(H,12,13)	BYHDDXPKOZIZRV-UHFFFAOYSA-N	Benzenepentanoic acid
pos_A7	112.016043988	C5H4O3	O=C(O)c1ccoc1	[O][=C][Branch1][C][O][C][=C][O][C][=C][Ring1][Branch1]	InChI=1S/C5H4O3/c6-5(7)4-1-2-8-3-4/h1-3H,(H,6,7)	IHCCAYCGZOLTEU-UHFFFAOYSA-N	3-Furoic acid
pos_B7	430.38108084	C29H50O2	Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2	[C][C][=C][Branch1][C][O][C][Branch1][C][C][=C][C][C][C][Branch1][C][C][Branch2][Ring1][#Branch1][C][C][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][O][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][=N][C]	InChI=1S/C29H50O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h20-22,30H,9-19H2,1-8H3	GVJHHUAWPYXKBD-UHFFFAOYSA-N	DL-alpha-Tocopherol
pos_C7	187.063328528	C11H9NO2	O=C(O)/C=C/c1c[nH]c2ccccc12	[O][=C][Branch1][C][O][/C][=C][/C][=C][NH1][C][=C][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1]	InChI=1S/C11H9NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-7,12H,(H,13,14)/b6-5+	PLVPPLCLBIEYEA-AATRIKPKSA-N	3-Indoleacrylic acid
pos_D7	70.005479304	C3H2O2	C#CC(=O)O	[C][#C][C][=Branch1][C][=O][O]	InChI=1S/C3H2O2/c1-2-3(4)5/h1H,(H,4,5)	UORVCLMRJXCDCP-UHFFFAOYSA-N	Propiolic Acid
pos_E7	146.0579088	C6H10O4	CC(CCC(=O)O)C(=O)O	[C][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O]	InChI=1S/C6H10O4/c1-4(6(9)10)2-3-5(7)8/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	AQYCMVICBNBXNA-UHFFFAOYSA-N	2-Methylglutaric Acid
pos_F7	158.032756672	C5H6N2O4	O=C1CC(C(=O)O)NC(=O)N1	[O][=C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][N][Ring1][#Branch2]	InChI=1S/C5H6N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h2H,1H2,(H,9,10)(H2,6,7,8,11)	UFIVEPVSAGBUSI-UHFFFAOYSA-N	(+-)-Dihydroorotic acid
pos_G7	132.005873228	C4H4O5	O=C(O)CC(=O)C(=O)O	[O][=C][Branch1][C][O][C][C][=Branch1][C][=O][C][=Branch1][C][=O][O]	InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)	KHPXUQMNIQBQEV-UHFFFAOYSA-N	Oxaloacetic Acid
pos_H7	152.068473484	C5H12O5	OCC(O)C(O)C(O)CO	[O][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][O]	InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2	HEBKCHPVOIAQTA-UHFFFAOYSA-N	HEBKCHPVOIAQTA-UHFFFAOYSA-N
pos_A8	247.02457367	C8H10NO6P	Cc1ncc(COP(=O)(O)O)c(C=O)c1O	[C][C][=N][C][=C][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch1][Ring1][C][=O][=C][Ring1][=C][O]	InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)	NGVDGCNFYWLIFO-UHFFFAOYSA-N	NGVDGCNFYWLIFO-UHFFFAOYSA-N
pos_B8	118.06299418	C5H10O3	CC(C)(O)CC(=O)O	[C][C][Branch1][C][C][Branch1][C][O][C][C][=Branch1][C][=O][O]	InChI=1S/C5H10O3/c1-5(2,8)3-4(6)7/h8H,3H2,1-2H3,(H,6,7)	AXFYFNCPONWUHW-UHFFFAOYSA-N	3-Hydroxyisovaleric acid
pos_C8	142.037842052	C5H6N2O3	O=c1[nH]cc(CO)c(=O)[nH]1	[O][=C][NH1][C][=C][Branch1][Ring1][C][O][C][=Branch1][C][=O][NH1][Ring1][=Branch2]	InChI=1S/C5H6N2O3/c8-2-3-1-6-5(10)7-4(3)9/h1,8H,2H2,(H2,6,7,9,10)	JDBGXEHEIRGOBU-UHFFFAOYSA-N	5-(Hydroxymethyl)uracil
pos_D8	164.047344116	C9H8O3	O=C(O)C(=O)Cc1ccccc1	[O][=C][Branch1][C][O][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]	InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)	BTNMPGBKDVTSJY-UHFFFAOYSA-N	Phenylpyruvic acid
pos_E8	284.214015516	C20H28O	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1	[C][C][=C][Branch1][P][/C][=C][/C][Branch1][C][C][=C][/C][=C][/C][Branch1][C][C][=C][/C][=O][C][Branch1][C][C][Branch1][C][C][C][C][C][Ring2][Ring1][Ring2]	InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3/b9-6+,12-11+,16-8+,17-13+	NCYCYZXNIZJOKI-OVSJKPMPSA-N	Retinal
pos_F8	222.198365452	C15H26O	CC(C)=CCCC(C)(O)C1CC=C(C)CC1	[C][C][Branch1][C][C][=C][C][C][C][Branch1][C][C][Branch1][C][O][C][C][C][=C][Branch1][C][C][C][C][Ring1][#Branch1]	InChI=1S/C15H26O/c1-12(2)6-5-11-15(4,16)14-9-7-13(3)8-10-14/h6-7,14,16H,5,8-11H2,1-4H3	RGZSQWQPBWRIAQ-UHFFFAOYSA-N	alpha,4-Dimethyl-alpha-(4-methyl-3-penten-1-yl)-3-cyclohexene-1-methanol
pos_G8	257.10117058	C10H15N3O5	Cc1cn(C2OC(CO)C(O)C2O)c(=O)nc1N	[C][C][=C][N][Branch1][S][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][Branch2][O][C][=Branch1][C][=O][N][=C][Ring1][S][N]	InChI=1S/C10H15N3O5/c1-4-2-13(10(17)12-8(4)11)9-7(16)6(15)5(3-14)18-9/h2,5-7,9,14-16H,3H2,1H3,(H2,11,12,17)	ZAYHVCMSTBRABG-UHFFFAOYSA-N	4-Amino-5-methyl-1-pentofuranosyl-2(1H)-pyrimidinone
pos_H8	312.208930136	C21H28O2	CC(=O)C1=CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	[C][C][=Branch1][C][=O][C][=C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][C][C][C][Ring2][Ring1][Ring1][Ring1][S][C]	InChI=1S/C21H28O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h6,12,16,18-19H,4-5,7-11H2,1-3H3	VRRHHTISESGZFN-UHFFFAOYSA-N	VRRHHTISESGZFN-UHFFFAOYSA-N
pos_A9	132.053492116	C4H8N2O3	NC(=O)NCCC(=O)O	[N][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][O]	InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)	JSJWCHRYRHKBBW-UHFFFAOYSA-N	JSJWCHRYRHKBBW-UHFFFAOYSA-N
pos_B9	147.053157768	C5H9NO4	CC(=O)OCC(N)C(=O)O	[C][C][=Branch1][C][=O][O][C][C][Branch1][C][N][C][=Branch1][C][=O][O]	InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)	VZXPDPZARILFQX-UHFFFAOYSA-N	3-Acetyloxy-2-azaniumylpropanoate
pos_C9	449.314123476	C26H43NO5	CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	[C][C][Branch1][=C][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][Branch1][C][O][C][C][C][C][Branch1][C][O][C][C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][=N][C][C][C][Ring2][Ring1][Ring2][Ring1][P][C]	InChI=1S/C26H43NO5/c1-15(4-7-22(30)27-14-23(31)32)18-5-6-19-24-20(9-11-26(18,19)3)25(2)10-8-17(28)12-16(25)13-21(24)29/h15-21,24,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)	GHCZAUBVMUEKKP-UHFFFAOYSA-N	2-[4-(3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoylamino]acetic acid
pos_D9	286.21440944	C16H30O4	O=C(O)CCCCCCCCCCCCCCC(=O)O	[O][=C][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]	InChI=1S/C16H30O4/c17-15(18)13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(19)20/h1-14H2,(H,17,18)(H,19,20)	QQHJDPROMQRDLA-UHFFFAOYSA-N	QQHJDPROMQRDLA-UHFFFAOYSA-N
pos_E9	116.047344116	C5H8O3	CC(C)C(=O)C(=O)O	[C][C][Branch1][C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][O]	InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H,1-2H3,(H,7,8)	QHKABHOOEWYVLI-UHFFFAOYSA-N	QHKABHOOEWYVLI-UHFFFAOYSA-N
pos_F9	85.052763844	C4H7NO	O=C1CCCN1	[O][=C][C][C][C][N][Ring1][Branch1]	InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)	HNJBEVLQSNELDL-UHFFFAOYSA-N	HNJBEVLQSNELDL-UHFFFAOYSA-N
pos_G9	152.047344116	C8H8O3	O=C(O)Cc1ccccc1O	[O][=C][Branch1][C][O][C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1]	InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	CCVYRRGZDBSHFU-UHFFFAOYSA-N	(2-Hydroxyphenyl)acetic acid
pos_H9	203.105862036	C11H13N3O	NC(=O)C(N)Cc1c[nH]c2ccccc12	[N][C][=Branch1][C][=O][C][Branch1][C][N][C][C][=C][NH1][C][=C][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1]	InChI=1S/C11H13N3O/c12-9(11(13)15)5-7-6-14-10-4-2-1-3-8(7)10/h1-4,6,9,14H,5,12H2,(H2,13,15)	JLSKPBDKNIXMBS-UHFFFAOYSA-N	2-Amino-3-(1H-indol-3-yl)propanamide
pos_A10	258.085186168	C10H14N2O6	Cc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O	[C][C][=C][N][Branch1][S][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][Branch2][O][C][=Branch1][C][=O][NH1][C][Ring1][S][=O]	InChI=1S/C10H14N2O6/c1-4-2-12(10(17)11-8(4)16)9-7(15)6(14)5(3-13)18-9/h2,5-7,9,13-15H,3H2,1H3,(H,11,16,17)	DWRXFEITVBNRMK-UHFFFAOYSA-N	1-[3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione
pos_B10	154.026608672	C7H6O4	O=C(O)c1cc(O)cc(O)c1	[O][=C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2]	InChI=1S/C7H6O4/c8-5-1-4(7(10)11)2-6(9)3-5/h1-3,8-9H,(H,10,11)	UYEMGAFJOZZIFP-UHFFFAOYSA-N	3,5-Dihydroxybenzoic Acid
pos_C10	100.088815004	C6H12O	CCC(=O)C(C)C	[C][C][C][=Branch1][C][=O][C][Branch1][C][C][C]	InChI=1S/C6H12O/c1-4-6(7)5(2)3/h5H,4H2,1-3H3	HYTRYEXINDDXJK-UHFFFAOYSA-N	2-Methyl-3-pentanone
pos_D10	142.099379688	C8H14O2	CCCCC/C=C/C(=O)O	[C][C][C][C][C][/C][=C][/C][=Branch1][C][=O][O]	InChI=1S/C8H14O2/c1-2-3-4-5-6-7-8(9)10/h6-7H,2-5H2,1H3,(H,9,10)/b7-6+	CWMPPVPFLSZGCY-VOTSOKGWSA-N	trans-2-Octenoic acid
pos_E10	114.06807956	C6H10O2	C=CCC(C)C(=O)O	[C][=C][C][C][Branch1][C][C][C][=Branch1][C][=O][O]	InChI=1S/C6H10O2/c1-3-4-5(2)6(7)8/h3,5H,1,4H2,2H3,(H,7,8)	HVRZYSHVZOELOH-UHFFFAOYSA-N	2-Methyl-4-pentenoic acid
pos_F10	142.026608672	C6H6O4	O=C(O)/C=C/C=C/C(=O)O	[O][=C][Branch1][C][O][/C][=C][/C][=C][/C][=Branch1][C][=O][O]	InChI=1S/C6H6O4/c7-5(8)3-1-2-4-6(9)10/h1-4H,(H,7,8)(H,9,10)/b3-1+,4-2+	TXXHDPDFNKHHGW-ZPUQHVIOSA-N	Muconic Acid
pos_G10	144.042258736	C6H8O4	O=C(O)C/C=C/CC(=O)O	[O][=C][Branch1][C][O][C][/C][=C][/C][C][=Branch1][C][=O][O]	InChI=1S/C6H8O4/c7-5(8)3-1-2-4-6(9)10/h1-2H,3-4H2,(H,7,8)(H,9,10)/b2-1+	YHGNXQAFNHCBTK-OWOJBTEDSA-N	trans-beta-Hydromuconic acid
pos_H10	159.089543276	C7H13NO3	CC(C)CC(=O)NCC(=O)O	[C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O]	InChI=1S/C7H13NO3/c1-5(2)3-6(9)8-4-7(10)11/h5H,3-4H2,1-2H3,(H,8,9)(H,10,11)	ZRQXMKMBBMNNQC-UHFFFAOYSA-N	N-Isovaleroylglycine
pos_A11	178.04773804	C6H10O6	O=C1OC(C(O)CO)C(O)C1O	[O][=C][O][C][Branch1][#Branch1][C][Branch1][C][O][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O]	InChI=1S/C6H10O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-5,7-10H,1H2	SXZYCXMUPBBULW-UHFFFAOYSA-N	SXZYCXMUPBBULW-UHFFFAOYSA-N
pos_B11	114.042927432	C4H6N2O2	CN1CC(=O)NC1=O	[C][N][C][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O]	InChI=1S/C4H6N2O2/c1-6-2-3(7)5-4(6)8/h2H2,1H3,(H,5,7,8)	RHYBFKMFHLPQPH-UHFFFAOYSA-N	RHYBFKMFHLPQPH-UHFFFAOYSA-N
pos_C11	304.240230264	C20H32O2	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	[C][C][C][C][C][/C][=C][\C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][C][=Branch1][C][=O][O]	InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-	YZXBAPSDXZZRGB-DOFZRALJSA-N	YZXBAPSDXZZRGB-DOFZRALJSA-N
pos_D11	144.126263132	C7H16N2O	CC(=O)NCCCCCN	[C][C][=Branch1][C][=O][N][C][C][C][C][C][N]	InChI=1S/C7H16N2O/c1-7(10)9-6-4-2-3-5-8/h2-6,8H2,1H3,(H,9,10)	RMOIHHAKNOFHOE-UHFFFAOYSA-N	RMOIHHAKNOFHOE-UHFFFAOYSA-N
pos_E11	139.02694302	C6H5NO3	O=[N+]([O-])c1ccc(O)cc1	[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]	InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H	BTJIUGUIPKRLHP-UHFFFAOYSA-N	BTJIUGUIPKRLHP-UHFFFAOYSA-N
pos_F11	45.057849224	C2H7N	CNC	[C][N][C]	InChI=1S/C2H7N/c1-3-2/h3H,1-2H3	ROSDSFDQCJNGOL-UHFFFAOYSA-N	ROSDSFDQCJNGOL-UHFFFAOYSA-N
pos_G11	100.088815004	C6H12O	CCCCC(C)=O	[C][C][C][C][C][Branch1][C][C][=O]	InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3	QQZOPKMRPOGIEB-UHFFFAOYSA-N	QQZOPKMRPOGIEB-UHFFFAOYSA-N
pos_H11	108.057514876	C7H8O	Cc1ccccc1O	[C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1]	InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3	QWVGKYWNOKOFNN-UHFFFAOYSA-N	O-Cresol
pos_A2	191.061614276	C7H13NO3S	CSCCC(NC(C)=O)C(=O)O	[C][S][C][C][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=Branch1][C][=O][O]	InChI=1S/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)	XUYPXLNMDZIRQH-UHFFFAOYSA-N	N-Acetyl-DL-methionine
pos_B2	74.07316494	C4H10O	CCCCO	[C][C][C][C][O]	InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3	LRHPLDYGYMQRHN-UHFFFAOYSA-N	1-Butanol
pos_C2	61.052763844	C2H7NO	NCCO	[N][C][C][O]	InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2	HZAXFHJVJLSVMW-UHFFFAOYSA-N	Ethanolamine
pos_D2	166.026608672	C8H6O4	O=C(O)c1ccccc1C(=O)O	[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]	InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)	XNGIFLGASWRNHJ-UHFFFAOYSA-N	Phthalic Acid
pos_E2	136.052429496	C8H8O2	Cc1ccccc1C(=O)O	[C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][=Branch2]	InChI=1S/C8H8O2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3,(H,9,10)	ZWLPBLYKEWSWPD-UHFFFAOYSA-N	2-Methylbenzoic acid
pos_F2	103.063328528	C4H9NO2	COC(=O)CCN	[C][O][C][=Branch1][C][=O][C][C][N]	InChI=1S/C4H9NO2/c1-7-4(6)2-3-5/h2-3,5H2,1H3	UZCXPYDBYUEZCV-UHFFFAOYSA-N	Methyl beta-alanate
pos_G2	100.088815004	C6H12O	CC(=O)CC(C)C	[C][C][=Branch1][C][=O][C][C][Branch1][C][C][C]	InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3	NTIZESTWPVYFNL-UHFFFAOYSA-N	Methyl Isobutyl Ketone
pos_H2	31.04219916	CH5N	CN	[C][N]	InChI=1S/CH5N/c1-2/h2H2,1H3	BAVYZALUXZFZLV-UHFFFAOYSA-N	Methylamine
pos_A3	242.2245802	C15H30O2	CCCCCCCCCCCCCCC(=O)O	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]	InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)	WQEPLUUGTLDZJY-UHFFFAOYSA-N	Pentadecanoic Acid
pos_B3	98.07316494	C6H10O	O=C1CCCCC1	[O][=C][C][C][C][C][C][Ring1][=Branch1]	InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2	JHIVVAPYMSGYDF-UHFFFAOYSA-N	Cyclohexanone
pos_C3	146.021523292	C5H6O5	O=C(O)CCC(=O)C(=O)O	[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][O]	InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)	KPGXRSRHYNQIFN-UHFFFAOYSA-N	2-Oxoglutaric Acid
pos_D3	74.07316494	C4H10O	CC(C)CO	[C][C][Branch1][C][C][C][O]	InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3	ZXEKIIBDNHEJCQ-UHFFFAOYSA-N	Isobutanol
pos_E3	390.116211524	C16H22O11	CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O	[C][C][=Branch1][C][=O][O][C][C][O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Ring2][Ring1][C][O][C][Branch1][C][C][=O]	InChI=1S/C16H22O11/c1-7(17)22-6-12-13(23-8(2)18)14(24-9(3)19)15(25-10(4)20)16(27-12)26-11(5)21/h12-16H,6H2,1-5H3	LPTITAGPBXDDGR-UHFFFAOYSA-N	beta-D-Galactopyranose pentaacetate
pos_F3	161.963920108	C6H4Cl2O	Oc1ccc(Cl)cc1Cl	[O][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][=C][Ring1][Branch2]	InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H	HFZWRUODUSTPEG-UHFFFAOYSA-N	2,4-Dichlorophenol
pos_G3	116.047344116	C5H8O3	CCOC(=O)C(C)=O	[C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][=O]	InChI=1S/C5H8O3/c1-3-8-5(7)4(2)6/h3H2,1-2H3	XXRCUYVCPSWGCC-UHFFFAOYSA-N	Ethyl pyruvate
pos_H3	86.07316494	C5H10O	CC(C)CC=O	[C][C][Branch1][C][C][C][C][=O]	InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3	YGHRJJRRZDOVPD-UHFFFAOYSA-N	YGHRJJRRZDOVPD-UHFFFAOYSA-N
pos_A4	189.063722452	C7H11NO5	CC(=O)NC(CCC(=O)O)C(=O)O	[C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O]	InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)	RFMMMVDNIPUKGG-UHFFFAOYSA-N	RFMMMVDNIPUKGG-UHFFFAOYSA-N
pos_B4	123.0320284	C6H5NO2	O=C(O)c1ccccn1	[O][=C][Branch1][C][O][C][=N][C][=C][C][=C][Ring1][=Branch1]	InChI=1S/C6H5NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H,(H,8,9)	SIOXPEMLGUPBBT-UHFFFAOYSA-N	Picolinic acid
pos_C4	90.031694052	C3H6O3	CC(O)C(=O)O	[C][C][Branch1][C][O][C][=Branch1][C][=O][O]	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)	JVTAAEKCZFNVCJ-UHFFFAOYSA-N	JVTAAEKCZFNVCJ-UHFFFAOYSA-N
pos_D4	166.026608672	C8H6O4	O=C(O)c1ccc(C(=O)O)cc1	[O][=C][Branch1][C][O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=Branch2]	InChI=1S/C8H6O4/c9-7(10)5-1-2-6(4-3-5)8(11)12/h1-4H,(H,9,10)(H,11,12)	KKEYFWRCBNTPAC-UHFFFAOYSA-N	KKEYFWRCBNTPAC-UHFFFAOYSA-N
pos_E4	139.02694302	C6H5NO3	O=C(O)c1ncccc1O	[O][=C][Branch1][C][O][C][=N][C][=C][C][=C][Ring1][=Branch1][O]	InChI=1S/C6H5NO3/c8-4-2-1-3-7-5(4)6(9)10/h1-3,8H,(H,9,10)	BRARRAHGNDUELT-UHFFFAOYSA-N	BRARRAHGNDUELT-UHFFFAOYSA-N
pos_F4	204.089877624	C11H12N2O2	NC(Cc1c[nH]c2ccccc12)C(=O)O	[N][C][Branch1][#C][C][C][=C][NH1][C][=C][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)	QIVBCDIJIAJPQS-UHFFFAOYSA-N	QIVBCDIJIAJPQS-UHFFFAOYSA-N
pos_G4	150.06807956	C9H10O2	O=C(O)CCc1ccccc1	[O][=C][Branch1][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]	InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)	XMIIGOLPHOKFCH-UHFFFAOYSA-N	XMIIGOLPHOKFCH-UHFFFAOYSA-N
pos_H4	88.088815004	C5H12O	CC(C)CCO	[C][C][Branch1][C][C][C][C][O]	InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3	PHTQWCKDNZKARW-UHFFFAOYSA-N	Isoamyl Alcohol
